,final_vcpu,final_ram,final_volume
3215,32,100,400
3216,45,74,890
3217,19,49,320
3218,59,119,870
3219,18,38,450
3220,35,72,890
3221,41,109,800
3222,8,35,750
3223,17,79,900
3224,60,110,850
3225,41,75,830
3226,16,88,900
3227,28,73,500
3228,33,57,710
3229,16,116,790
3230,56,67,890
3231,36,106,770
3232,34,103,630
3233,17,75,840
3234,53,63,880
3235,5,64,550
3236,15,113,620
3237,57,79,860
3238,19,22,370
3239,61,74,870
3240,47,117,730
3241,52,116,830
3242,36,102,890
3243,55,68,710
3244,16,80,640
3245,8,14,260
3246,69,76,770
3247,26,43,450
3248,58,64,880
3249,14,116,590
3250,15,115,770
3251,48,67,820
3252,46,38,620
3253,56,85,640
3254,27,59,420
3255,32,113,870
3256,20,105,880
3257,53,120,760
3258,42,120,720
3259,60,71,860
3260,53,75,750
3261,53,119,770
3262,50,112,870
3263,56,62,690
3264,42,107,710
3265,7,108,610
3266,46,111,510
3267,36,108,580
3268,35,100,730
3269,59,80,830
3270,48,77,860
3271,32,93,850
3272,69,79,840
3273,47,62,750
3274,13,104,690
3275,49,66,740
3276,29,55,740
3277,29,40,320
3278,50,106,760
3279,55,66,430
3280,20,115,710
3281,36,101,760
3282,5,98,460
3283,59,90,830
3284,55,85,900
3285,42,112,730
3286,52,86,880
3287,9,72,710
3288,47,119,600
3289,54,78,850
3290,38,108,670
3291,31,104,660
3292,41,72,790
3293,33,78,550
3294,41,80,860
3295,47,40,700
3296,2,75,390
3297,51,114,650
3298,18,33,600
3299,36,105,630
3300,36,112,860
3301,60,107,590
3302,18,118,800
3303,45,107,560
3304,33,82,700
3305,8,36,450
3306,35,53,630
3307,60,73,810
3308,20,92,770
3309,38,99,530
3310,5,7,280
3311,67,67,690
3312,5,75,770
3313,39,70,860
3314,43,75,780
3315,16,70,760
3316,46,51,520
3317,16,118,630
3318,51,69,870
3319,9,55,660
3320,49,119,850
3321,47,79,690
3322,55,96,710
3323,44,107,600
3324,59,65,900
3325,54,111,540
3326,9,39,680
3327,57,117,870
3328,6,20,700
3329,43,120,850
3330,34,97,430
3331,48,76,890
3332,31,104,540
3333,14,74,870
3334,60,77,780
3335,17,36,750
3336,52,113,720
3337,46,108,830
3338,38,115,900
3339,37,110,680
3340,58,120,600
3341,52,68,890
3342,20,73,900
3343,68,77,840
3344,38,97,720
3345,33,93,370
3346,9,109,610
3347,34,117,610
3348,45,86,870
3349,15,118,590
3350,18,98,560
3351,15,79,810
3352,62,66,810
3353,37,116,720
3354,42,112,830
3355,77,82,850
3356,16,82,870
3357,53,120,640
3358,49,112,860
3359,31,101,790
3360,19,59,380
3361,32,81,860
3362,38,102,470
3363,59,67,800
3364,56,118,810
3365,48,95,890
3366,10,70,810
3367,16,116,720
3368,41,61,860
3369,49,104,840
3370,48,94,850
3371,45,60,320
3372,57,88,630
3373,9,52,530
3374,40,73,790
3375,5,94,660
3376,41,69,760
3377,11,62,590
3378,47,88,900
3379,27,66,740
3380,36,37,690
3381,20,81,830
3382,47,83,870
3383,59,116,890
3384,14,62,840
3385,7,97,450
3386,35,83,850
3387,4,87,860
3388,51,53,650
3389,51,67,760
3390,15,72,770
3391,17,39,580
3392,34,85,610
3393,56,75,890
3394,14,74,590
3395,25,64,380
3396,42,113,900
3397,11,93,490
3398,8,58,420
3399,36,71,900
3400,11,62,680
3401,9,34,590
3402,31,112,730
3403,59,68,740
3404,41,82,900
3405,53,119,610
3406,19,87,870
3407,15,114,560
3408,49,63,400
3409,35,100,840
3410,69,70,720
3411,15,67,770
3412,19,63,690
3413,55,77,880
3414,39,110,550
3415,2,94,440
3416,34,118,870
3417,19,26,380
3418,41,116,730
3419,48,65,740
3420,53,120,710
3421,58,79,890
3422,15,18,680
3423,33,81,880
3424,6,58,350
3425,41,63,790
3426,3,92,620
3427,46,51,390
3428,51,118,880
3429,19,31,440
3430,35,109,680
3431,55,115,880
3432,4,24,820
3433,54,73,780
3434,41,66,760
3435,60,99,580
3436,12,82,890
3437,59,62,630
3438,47,111,670
3439,62,78,820
3440,13,22,400
3441,19,101,590
3442,32,55,630
3443,47,78,390
3444,45,111,820
3445,32,64,670
3446,44,56,610
3447,16,66,900
3448,47,74,880
3449,54,67,730
3450,42,107,730
3451,44,62,640
3452,37,64,780
3453,81,82,830
3454,55,107,890
3455,15,68,490
3456,37,86,890
3457,28,45,340
3458,48,119,780
3459,42,111,710
3460,13,18,690
3461,32,35,730
3462,41,79,890
3463,59,64,820
3464,52,74,880
3465,38,101,760
3466,7,65,480
3467,41,116,810
3468,54,61,710
3469,45,67,750
3470,15,74,780
3471,55,64,680
3472,31,112,540
3473,45,118,610
3474,48,116,880
3475,8,31,410
3476,38,106,850
3477,49,115,730
3478,55,100,620
3479,55,67,890
3480,54,114,720
3481,8,10,340
3482,45,72,750
3483,12,120,780
3484,53,89,560
3485,9,114,770
3486,34,110,770
3487,74,75,900
3488,16,35,880
3489,7,28,890
3490,13,54,760
3491,42,76,760
3492,32,101,790
3493,31,104,690
3494,39,39,350
3495,53,74,800
3496,1,19,450
3497,42,69,830
3498,6,14,570
3499,19,103,550
3500,8,118,620
3501,39,75,890
3502,9,100,710
3503,17,36,480
3504,53,107,790
3505,16,84,590
3506,60,80,900
3507,56,91,730
3508,40,109,670
3509,68,81,890
3510,24,63,520
3511,34,94,370
3512,54,112,630
3513,43,108,570
3514,50,64,830
3515,34,33,900
3516,9,110,620
3517,39,100,610
3518,8,15,570
3519,4,27,790
3520,46,82,630
3521,58,78,470
3522,8,63,460
3523,54,114,630
3524,42,112,670
3525,42,53,470
3526,7,98,690
3527,43,73,800
3528,34,67,860
3529,69,69,840
3530,9,32,530
3531,37,110,730
3532,51,93,730
3533,57,64,900
3534,36,101,840
3535,5,27,440
3536,46,113,790
3537,57,76,830
3538,44,112,730
3539,52,69,840
3540,15,105,640
3541,50,87,890
3542,47,109,650
3543,55,118,880
3544,20,61,550
3545,48,72,740
3546,19,40,880
3547,55,74,430
3548,32,99,870
3549,29,80,610
3550,45,100,830
3551,38,37,760
3552,58,113,660
3553,48,59,870
3554,19,36,690
3555,10,12,390
3556,52,62,700
3557,60,95,440
3558,19,119,660
3559,42,80,650
3560,42,37,700
3561,17,74,420
3562,4,25,770
3563,19,110,840
3564,41,62,640
3565,24,27,420
3566,38,65,890
3567,33,102,850
3568,39,120,640
3569,34,66,800
3570,9,37,590
3571,10,35,360
3572,40,71,840
3573,60,119,870
3574,41,65,720
3575,18,112,720
3576,11,98,570
3577,6,111,560
3578,15,83,760
3579,45,62,800
3580,41,101,900
3581,43,62,710
3582,54,116,610
3583,46,67,330
3584,17,92,410
3585,18,27,760
3586,17,105,800
3587,57,107,660
3588,38,88,900
3589,39,104,660
3590,35,70,690
3591,10,10,370
3592,38,80,850
3593,34,101,660
3594,42,115,850
3595,53,57,570
3596,18,72,730
3597,56,84,890
3598,58,93,890
3599,11,73,550
3600,48,84,890
3601,48,71,830
3602,4,57,380
3603,13,117,810
3604,52,112,850
3605,20,110,690
3606,62,69,750
3607,40,116,750
3608,67,75,750
3609,56,100,880
3610,15,82,470
3611,9,39,600
3612,56,65,790
3613,49,60,650
3614,60,69,840
3615,43,85,720
3616,29,60,840
3617,41,49,510
3618,49,61,740
3619,35,101,470
3620,19,54,410
3621,2,30,350
3622,62,78,900
3623,14,99,570
3624,75,85,880
3625,40,79,850
3626,64,67,870
3627,29,74,750
3628,41,64,670
3629,45,111,610
3630,41,102,720
3631,35,84,730
3632,4,92,730
3633,53,53,410
3634,40,63,700
3635,13,85,460
3636,24,26,340
3637,55,80,860
3638,54,73,340
3639,18,102,630
3640,6,68,330
3641,60,108,820
3642,46,40,820
3643,57,73,900
3644,12,63,760
3645,15,118,720
3646,52,115,870
3647,9,96,560
3648,50,100,830
3649,53,107,890
3650,27,28,400
3651,51,111,810
3652,33,109,720
3653,9,20,490
3654,56,73,850
3655,6,17,610
3656,17,113,620
3657,56,104,580
3658,59,106,880
3659,7,72,670
3660,33,98,900
3661,31,111,670
3662,44,117,870
3663,44,101,600
3664,13,28,500
3665,59,101,420
3666,31,64,600
3667,20,71,540
3668,58,72,750
3669,33,106,600
3670,48,120,900
3671,27,102,550
3672,31,65,690
3673,8,108,710
3674,9,104,540
3675,39,109,510
3676,14,35,510
3677,32,100,810
3678,58,65,760
3679,12,64,820
3680,38,67,470
3681,42,62,630
3682,57,85,860
3683,47,74,860
3684,18,78,620
3685,54,61,890
3686,9,16,840
3687,47,75,360
3688,20,69,520
3689,45,72,890
3690,47,110,790
3691,70,84,900
3692,36,66,880
3693,59,96,660
3694,48,71,890
3695,33,54,830
3696,5,16,340
3697,81,83,890
3698,18,28,870
3699,33,94,400
3700,20,39,670
3701,27,103,500
3702,33,120,760
3703,58,78,900
3704,59,113,880
3705,12,110,820
3706,50,65,740
3707,57,112,740
3708,35,79,890
3709,55,103,660
3710,43,103,860
3711,41,107,830
3712,44,70,790
3713,28,34,480
3714,5,79,660
3715,50,70,710
3716,54,63,900
3717,43,64,650
3718,37,103,630
3719,8,11,190
3720,46,107,900
3721,58,120,630
3722,17,17,450
3723,20,87,420
3724,46,109,900
3725,54,82,820
3726,34,107,790
3727,7,14,320
3728,17,117,710
3729,56,109,540
3730,46,114,770
3731,7,32,720
3732,46,87,440
3733,20,105,720
3734,34,94,760
3735,20,40,790
3736,44,50,390
3737,53,69,850
3738,59,95,620
3739,58,88,580
3740,34,59,660
3741,15,70,700
3742,57,61,820
3743,43,65,670
3744,11,12,300
3745,57,65,780
3746,51,114,900
3747,60,70,770
3748,4,27,400
3749,54,73,890
3750,57,72,830
3751,17,79,890
3752,46,67,820
3753,10,20,410
3754,19,120,680
3755,39,100,580
3756,48,116,780
3757,61,72,740
3758,35,113,860
3759,18,105,630
3760,9,51,420
3761,41,104,830
3762,54,112,820
3763,32,70,830
3764,44,54,720
3765,33,99,880
3766,42,73,860
3767,41,63,650
3768,46,65,760
3769,31,110,840
3770,38,64,740
3771,28,98,470
3772,45,112,880
3773,38,35,670
3774,28,109,610
3775,28,58,880
3776,74,80,840
3777,18,38,870
3778,47,66,840
3779,48,107,650
3780,5,16,230
3781,34,78,780
3782,3,24,440
3783,59,66,870
3784,58,101,410
3785,13,32,350
3786,52,113,640
3787,41,116,850
3788,49,108,860
3789,44,61,860
3790,46,65,700
3791,6,39,480
3792,8,9,590
3793,8,39,470
3794,49,40,820
3795,28,78,510
3796,20,35,600
3797,48,70,710
3798,20,36,590
3799,46,119,660
3800,33,103,710
3801,50,117,880
3802,15,96,470
3803,46,77,890
3804,14,28,410
3805,54,87,690
3806,15,70,880
3807,42,82,900
3808,56,72,550
3809,40,111,710
3810,45,37,630
3811,35,34,880
3812,17,70,810
3813,6,98,810
3814,44,75,760
3815,47,120,680
3816,35,64,890
3817,58,101,430
3818,33,94,620
3819,52,75,820
3820,50,117,740
3821,53,94,680
3822,39,117,620
3823,45,113,870
3824,39,68,690
3825,36,69,630
3826,32,53,330
3827,12,65,400
3828,32,33,470
3829,46,109,600
3830,76,76,830
3831,4,31,630
3832,35,64,900
3833,23,44,440
3834,71,86,860
3835,17,54,390
3836,53,115,860
3837,4,23,440
3838,17,110,790
3839,6,105,630
3840,44,108,520
3841,73,80,810
3842,15,82,820
3843,41,103,520
3844,12,35,890
3845,56,110,730
3846,55,88,400
3847,12,36,830
3848,19,38,420
3849,52,105,890
3850,58,94,650
3851,38,101,800
3852,10,39,400
3853,41,50,500
3854,12,53,610
3855,35,69,560
3856,52,62,720
3857,10,94,860
3858,16,102,630
3859,37,54,330
3860,46,64,720
3861,42,65,800
3862,59,68,730
3863,33,96,370
3864,37,46,500
3865,26,81,460
3866,32,110,570
3867,33,109,750
3868,49,67,390
3869,34,56,600
3870,38,104,620
3871,74,87,890
3872,40,101,410
3873,12,71,820
3874,56,64,480
3875,22,32,430
3876,42,71,810
3877,47,107,870
3878,32,64,850
3879,56,96,620
3880,56,68,680
3881,56,102,630
3882,18,29,840
3883,11,71,740
3884,19,113,660
3885,54,112,900
3886,35,93,700
3887,37,103,780
3888,10,37,690
3889,71,89,890
3890,63,73,850
3891,52,61,880
3892,27,37,400
3893,29,43,510
3894,35,101,740
3895,58,84,880
3896,17,116,840
3897,44,60,420
3898,44,101,780
3899,48,51,380
3900,37,98,890
3901,54,64,620
3902,51,69,890
3903,20,105,860
3904,53,83,830
3905,18,37,750
3906,44,69,770
3907,46,85,890
3908,29,58,760
3909,45,62,660
3910,11,85,540
3911,56,103,540
3912,65,71,730
3913,6,102,570
3914,10,19,380
3915,39,103,590
3916,36,100,750
3917,39,99,850
3918,35,66,900
3919,31,51,510
3920,16,102,490
3921,4,38,380
3922,41,64,870
3923,40,118,620
3924,55,113,610
3925,9,33,780
3926,53,80,830
3927,8,35,670
3928,27,104,640
3929,52,62,630
3930,50,65,800
3931,53,103,730
3932,59,101,480
3933,14,90,690
3934,57,61,630
3935,43,70,770
3936,51,116,880
3937,32,98,520
3938,46,39,390
3939,43,107,780
3940,55,101,450
3941,58,117,830
3942,12,71,730
3943,10,34,820
3944,43,100,730
3945,67,79,810
3946,43,76,420
3947,9,39,410
3948,48,111,650
3949,56,102,560
3950,32,79,450
3951,16,82,880
3952,55,87,880
3953,43,61,850
3954,49,61,710
3955,49,64,800
3956,45,63,650
3957,45,112,810
3958,33,105,470
3959,17,24,600
3960,38,96,700
3961,41,102,760
3962,46,113,580
3963,37,64,550
3964,20,103,490
3965,66,87,880
3966,32,37,440
3967,19,65,740
3968,53,69,870
3969,51,120,610
3970,35,113,690
3971,28,58,670
3972,12,12,440
3973,6,24,720
3974,44,80,820
3975,57,82,850
3976,13,115,560
3977,19,39,780
3978,19,62,700
3979,29,97,740
3980,27,38,380
3981,20,88,720
3982,12,65,410
3983,40,103,800
3984,46,38,530
3985,55,104,620
3986,43,109,780
3987,55,71,780
3988,33,107,670
3989,35,64,720
3990,10,83,860
3991,48,70,870
3992,40,68,410
3993,60,100,450
3994,27,76,740
3995,38,109,730
3996,57,90,760
3997,37,113,690
3998,19,57,360
3999,46,114,650
4000,4,33,500
4001,37,115,760
4002,31,91,780
4003,41,74,830
4004,36,46,490
4005,58,101,710
4006,57,119,860
4007,36,108,750
4008,37,78,820
4009,34,110,590
4010,35,108,620
4011,56,89,800
4012,29,56,750
4013,30,97,840
4014,18,35,600
4015,4,25,880
4016,45,79,860
4017,57,103,550
4018,12,102,860
4019,19,117,700
4020,56,97,570
4021,52,68,820
4022,35,70,720
4023,63,77,880
4024,36,115,700
4025,45,61,680
4026,58,103,710
4027,43,61,650
4028,16,30,490
4029,45,40,570
4030,37,38,330
4031,10,99,820
4032,39,119,890
4033,16,112,900
4034,42,65,860
4035,65,68,740
4036,11,74,740
4037,3,87,790
4038,35,106,490
4039,18,112,820
4040,59,71,830
4041,2,24,360
4042,5,18,380
4043,49,112,780
4044,56,67,430
4045,53,74,890
4046,16,40,420
4047,38,105,460
4048,46,118,830
4049,12,75,780
4050,60,106,730
4051,12,75,820
4052,57,69,850
4053,5,6,500
4054,43,51,650
4055,44,120,800
4056,66,77,850
4057,19,95,890
4058,28,38,330
4059,45,101,790
4060,19,34,750
4061,45,106,750
4062,35,63,750
4063,31,35,630
4064,34,97,770
4065,51,118,840
4066,6,9,420
4067,40,102,810
4068,45,82,830
4069,32,64,750
4070,40,115,860
4071,45,39,740
4072,52,68,660
4073,53,73,780
4074,18,84,540
4075,52,76,840
4076,43,116,810
4077,13,112,660
4078,20,74,860
4079,8,113,580
4080,41,62,700
4081,29,40,310
4082,53,60,490
4083,19,91,460
4084,57,80,840
4085,43,72,860
4086,20,68,810
4087,50,118,880
4088,40,119,670
4089,16,108,790
4090,31,67,860
4091,70,82,860
4092,53,73,900
4093,50,107,830
4094,8,78,850
4095,51,114,710
4096,8,11,210
4097,8,8,550
4098,48,100,550
4099,55,79,710
4100,19,77,540
4101,17,103,830
4102,19,112,790
4103,20,38,730
4104,28,103,690
4105,84,84,900
4106,60,115,650
4107,56,113,600
4108,18,100,660
4109,61,73,800
4110,43,119,690
4111,35,116,710
4112,50,116,900
4113,39,61,800
4114,19,69,370
4115,15,64,870
4116,44,111,600
4117,38,119,830
4118,5,99,690
4119,9,59,580
4120,14,119,640
4121,1,19,420
4122,29,75,760
4123,33,100,890
4124,49,66,830
4125,16,80,520
4126,18,108,900
4127,58,69,720
4128,55,68,890
4129,29,74,370
4130,13,87,480
4131,20,69,350
4132,12,13,480
4133,8,38,360
4134,13,28,790
4135,33,102,730
4136,23,28,310
4137,20,37,530
4138,60,105,500
4139,55,115,650
4140,30,50,600
4141,54,65,870
4142,13,37,690
4143,63,68,740
4144,43,67,670
4145,34,66,740
4146,55,82,830
4147,56,120,900
4148,51,72,720
4149,46,120,670
4150,56,71,860
4151,28,70,500
4152,65,65,800
4153,16,39,840
4154,20,110,600
4155,55,63,730
4156,46,71,770
4157,7,96,480
4158,42,83,830
4159,45,117,650
4160,7,7,210
4161,12,36,530
4162,56,85,850
4163,52,83,770
4164,12,108,830
4165,11,71,570
4166,54,86,890
4167,12,114,720
4168,47,107,720
4169,31,76,880
4170,36,102,900
4171,43,64,790
4172,52,108,650
4173,35,66,770
4174,56,109,650
4175,57,109,740
4176,47,94,790
4177,39,118,730
4178,1,18,410
4179,14,53,530
4180,35,116,690
4181,52,74,830
4182,13,110,550
4183,32,98,680
4184,44,48,360
4185,31,91,740
4186,51,66,860
4187,57,66,720
4188,58,93,620
4189,18,62,690
4190,34,77,850
4191,29,81,420
4192,27,38,490
4193,58,63,820
4194,51,112,660
4195,55,106,520
4196,40,52,330
4197,50,66,890
4198,48,120,680
4199,10,104,650
4200,42,108,690
4201,28,59,360
4202,52,78,890
4203,49,102,610
4204,38,80,580
4205,19,75,830
4206,51,111,580
4207,50,96,830
4208,51,80,840
4209,59,105,900
4210,3,68,650
4211,52,116,880
4212,38,80,410
4213,48,82,820
4214,58,76,810
4215,56,70,820
4216,58,76,830
4217,35,58,690
4218,6,106,640
4219,43,120,880
4220,34,37,470
4221,8,32,850
4222,55,104,490
4223,41,104,820
4224,36,77,860
4225,36,101,830
4226,60,100,880
4227,39,64,660
4228,16,117,630
4229,8,38,500
4230,50,119,780
4231,51,106,840
4232,19,102,460
4233,60,98,430
4234,43,103,460
4235,20,32,840
4236,52,117,570
4237,38,103,780
4238,37,68,850
4239,29,30,550
4240,20,65,500
4241,34,101,570
4242,18,72,890
4243,33,37,670
4244,44,107,720
4245,32,103,620
4246,60,117,710
4247,55,97,790
4248,19,29,550
4249,13,59,540
4250,7,25,380
4251,41,69,750
4252,39,115,750
4253,20,86,490
4254,50,57,440
4255,29,70,840
4256,36,40,420
4257,15,62,780
4258,54,102,590
4259,41,104,680
4260,39,103,860
4261,46,79,610
4262,53,61,750
4263,8,28,680
4264,55,92,630
4265,27,65,610
4266,16,22,870
4267,71,76,760
4268,44,119,790
4269,6,88,840
4270,27,107,480
4271,45,114,660
4272,46,73,480
4273,60,94,590
4274,35,106,810
4275,60,84,850
4276,55,74,640
4277,56,106,580
4278,43,80,860
4279,43,72,460
4280,4,87,380
4281,52,98,790
4282,37,73,870
4283,33,35,680
4284,51,113,900
4285,59,73,890
4286,57,105,850
4287,49,99,600
4288,55,61,700
4289,35,61,860
4290,46,116,710
4291,42,49,530
4292,33,94,720
4293,38,54,530
4294,68,72,780
4295,38,110,520
4296,20,65,540
4297,6,49,320
4298,59,88,610
4299,68,85,850
4300,32,120,600
4301,28,109,540
4302,62,69,830
4303,40,74,870
4304,36,105,460
4305,33,118,780
4306,39,61,690
4307,6,37,320
4308,48,50,340
4309,19,95,620
4310,41,116,690
4311,5,96,570
4312,45,106,710
4313,38,62,770
4314,49,83,890
4315,37,79,820
4316,31,104,860
4317,56,73,370
4318,46,100,860
4319,37,108,530
4320,48,55,310
4321,55,97,780
4322,20,71,870
4323,52,115,870
4324,15,66,830
4325,15,37,460
4326,42,82,820
4327,60,76,840
4328,31,66,640
4329,18,34,740
4330,28,82,500
4331,16,55,520
4332,56,64,770
4333,72,73,760
4334,54,78,880
4335,9,53,480
4336,7,87,540
4337,18,111,700
4338,58,68,810
4339,31,37,450
4340,30,101,820
4341,5,35,540
4342,52,113,730
4343,7,100,870
4344,35,82,670
4345,46,65,830
4346,12,72,780
4347,53,116,790
4348,51,74,900
4349,35,105,790
4350,50,110,740
4351,39,112,590
4352,56,106,760
4353,32,101,890
4354,71,73,810
4355,59,96,470
4356,51,98,830
4357,8,19,620
4358,36,34,760
4359,48,39,690
4360,20,90,640
4361,55,118,890
4362,45,116,680
4363,30,35,430
4364,33,116,740
4365,52,120,850
4366,20,106,740
4367,43,81,850
4368,49,68,770
4369,47,76,880
4370,20,26,380
4371,46,79,440
4372,17,34,370
4373,59,113,760
4374,31,68,900
4375,44,117,650
4376,48,111,710
4377,14,27,610
4378,40,92,880
4379,49,58,390
4380,26,64,650
4381,39,92,580
4382,65,69,690
4383,48,62,720
4384,49,108,660
4385,2,67,350
4386,34,85,820
4387,7,36,400
4388,39,62,660
4389,32,65,720
4390,41,114,890
4391,42,117,620
4392,37,76,890
4393,31,60,460
4394,35,89,500
4395,46,107,860
4396,19,61,890
4397,34,35,720
4398,49,59,540
4399,20,76,850
4400,14,115,740
4401,18,94,820
4402,41,73,870
4403,32,79,820
4404,51,115,690
4405,43,93,900
4406,44,116,840
4407,6,27,470
4408,43,50,530
4409,32,103,750
4410,20,96,860
4411,48,109,750
4412,42,105,640
4413,20,73,880
4414,41,64,870
4415,32,66,540
4416,19,37,750
4417,56,87,850
4418,48,114,600
4419,8,112,790
4420,65,66,680
4421,57,74,770
4422,33,110,530
4423,11,67,680
4424,41,62,870
4425,43,107,660
4426,34,65,660
4427,13,39,590
4428,43,65,690
4429,51,111,830
4430,43,110,830
4431,8,58,740
4432,59,73,340
4433,62,66,820
4434,31,37,530
4435,47,118,710
4436,12,70,720
4437,30,62,540
4438,66,71,900
4439,56,96,810
4440,17,104,770
4441,1,12,220
4442,42,73,850
4443,9,87,550
4444,16,72,850
4445,7,20,450
4446,55,99,590
4447,19,22,400
4448,72,76,830
4449,26,55,440
4450,45,39,730
4451,42,114,900
4452,49,101,900
4453,35,66,680
4454,60,110,660
4455,61,63,640
4456,18,107,580
4457,51,94,420
4458,40,100,820
4459,2,31,370
4460,45,86,890
4461,36,56,730
4462,32,105,570
4463,18,30,850
4464,13,15,590
4465,31,104,820
4466,82,85,860
4467,38,101,660
4468,38,113,810
4469,26,85,600
4470,17,60,720
4471,40,109,780
4472,79,85,900
4473,55,71,750
4474,59,76,820
4475,44,37,870
4476,33,96,810
4477,3,84,610
4478,19,103,710
4479,41,115,800
4480,66,74,870
4481,39,51,440
4482,35,61,790
4483,76,77,870
4484,10,46,340
4485,45,112,700
4486,32,111,630
4487,18,29,810
4488,11,115,770
4489,19,72,870
4490,52,77,800
4491,20,55,340
4492,49,75,760
4493,19,81,890
4494,7,39,510
4495,55,115,600
4496,14,72,640
4497,47,63,670
4498,70,72,740
4499,42,40,620
4500,47,116,620
4501,52,78,840
4502,54,88,580
4503,8,9,350
4504,20,70,800
4505,8,45,450
4506,16,82,550
4507,58,98,640
4508,29,34,690
4509,16,71,590
4510,27,76,780
4511,18,73,750
4512,51,64,750
4513,53,93,850
4514,56,98,820
4515,57,106,500
4516,12,63,810
4517,8,68,320
4518,36,52,540
4519,19,33,350
4520,28,103,750
4521,40,115,600
4522,58,99,680
4523,48,105,870
4524,57,119,610
4525,18,109,880
4526,42,64,900
4527,42,88,660
4528,16,118,760
4529,49,58,620
4530,37,72,720
4531,20,31,740
4532,14,66,370
4533,12,58,420
4534,33,32,410
4535,17,108,510
4536,14,106,860
4537,54,111,860
4538,42,106,850
4539,11,18,490
4540,57,92,660
4541,45,120,670
4542,56,80,730
4543,19,80,790
4544,33,67,810
4545,18,60,740
4546,35,104,670
4547,20,99,730
4548,56,107,670
4549,20,34,730
4550,45,65,710
4551,32,98,900
4552,20,116,680
4553,58,105,740
4554,13,50,430
4555,8,114,650
4556,43,90,550
4557,75,77,860
4558,45,65,850
4559,50,69,810
4560,54,98,670
4561,39,36,650
4562,41,116,790
4563,44,73,770
4564,16,63,870
4565,12,68,900
4566,31,103,590
4567,27,31,620
4568,59,110,790
4569,20,33,480
4570,54,78,820
4571,57,110,740
4572,18,72,850
4573,44,88,880
4574,20,89,710
4575,41,100,560
4576,20,32,890
4577,38,107,630
4578,41,119,720
4579,50,58,870
4580,50,81,510
4581,19,35,520
4582,27,84,770
4583,13,93,420
4584,39,99,650
4585,56,97,870
4586,34,101,460
4587,44,107,850
4588,56,110,510
4589,50,105,740
4590,59,61,610
4591,36,49,530
4592,8,64,840
4593,18,93,840
4594,60,71,830
4595,10,61,470
4596,48,38,740
4597,41,104,540
4598,57,64,710
4599,39,55,600
4600,10,74,840
4601,49,110,760
4602,13,62,830
4603,49,109,550
4604,9,90,700
4605,43,61,820
4606,49,67,880
4607,40,109,610
4608,48,38,610
4609,48,112,540
4610,15,110,750
4611,33,94,750
4612,53,71,740
4613,51,75,760
4614,54,74,770
4615,47,40,870
4616,69,80,830
4617,9,98,850
4618,51,85,610
4619,47,117,840
4620,7,24,360
4621,8,115,630
4622,52,118,670
4623,41,73,870
4624,57,97,640
4625,19,58,550
4626,20,96,660
4627,39,63,510
4628,54,65,840
4629,31,92,840
4630,56,71,770
4631,45,108,540
4632,8,21,750
4633,7,21,560
4634,33,103,880
4635,65,81,810
4636,55,114,780
4637,15,106,900
4638,51,113,760
4639,53,63,730
4640,58,63,720
4641,57,98,760
4642,5,72,750
4643,3,101,420
4644,35,109,610
4645,6,95,870
4646,32,103,610
4647,14,87,880
4648,57,69,810
4649,17,82,860
4650,20,76,500
4651,58,75,850
4652,30,34,400
4653,73,73,790
4654,47,112,840
4655,11,107,810
4656,44,67,740
4657,42,114,640
4658,56,76,890
4659,56,62,490
4660,37,100,510
4661,48,115,640
4662,50,71,570
4663,16,107,710
4664,31,49,500
4665,54,107,770
4666,8,37,390
4667,52,81,820
4668,46,115,860
4669,4,18,400
4670,59,67,890
4671,36,102,830
4672,9,60,350
4673,5,100,530
4674,6,92,890
4675,43,103,560
4676,11,63,630
4677,55,65,840
4678,58,120,810
4679,59,90,790
4680,20,118,610
4681,8,36,850
4682,11,17,440
4683,16,62,880
4684,18,20,300
4685,13,96,880
4686,44,105,580
4687,37,105,600
4688,41,65,690
4689,8,35,740
4690,52,82,870
4691,56,119,860
4692,58,99,720
4693,50,104,780
4694,62,88,880
4695,2,18,320
4696,43,110,610
4697,24,35,350
4698,16,97,890
4699,53,71,740
4700,52,78,800
4701,40,113,690
4702,50,71,730
4703,51,67,360
4704,17,80,820
4705,30,72,370
4706,6,93,850
4707,47,38,800
4708,58,76,890
4709,7,37,400
4710,52,88,900
4711,25,92,530
4712,7,37,460
4713,31,102,450
4714,54,108,900
4715,48,108,800
4716,41,111,700
4717,60,93,660
4718,13,114,850
4719,66,68,680
4720,20,95,600
4721,9,114,850
4722,47,120,830
4723,50,72,870
4724,6,72,800
4725,48,118,790
4726,53,62,690
4727,41,65,880
4728,50,113,650
4729,48,118,650
4730,40,119,810
4731,18,104,620
4732,32,59,390
4733,2,78,590
4734,45,38,500
4735,17,34,620
4736,9,10,160
4737,54,67,760
4738,18,64,600
4739,48,62,670
4740,52,62,730
4741,52,71,540
4742,50,72,770
4743,11,57,890
4744,11,69,780
4745,47,52,470
4746,40,58,860
4747,54,62,860
4748,8,86,780
4749,18,20,460
4750,32,77,790
4751,37,71,850
4752,35,37,640
4753,55,116,650
4754,74,75,880
4755,9,97,570
4756,38,73,880
4757,57,102,820
4758,40,67,730
4759,54,110,650
4760,56,98,740
4761,12,64,650
4762,41,80,810
4763,72,75,770
4764,50,65,700
4765,16,35,870
4766,40,120,700
4767,70,74,740
