,final_vcpu,final_ram,final_volume
1662,30,59,810
1663,5,46,510
1664,18,19,460
1665,22,55,410
1666,44,62,760
1667,50,78,780
1668,60,73,870
1669,17,29,740
1670,22,58,690
1671,19,109,670
1672,48,83,880
1673,10,46,570
1674,26,107,860
1675,39,107,880
1676,25,27,740
1677,4,68,860
1678,24,113,680
1679,36,113,620
1680,6,110,740
1681,50,82,830
1682,7,81,810
1683,30,84,640
1684,13,19,490
1685,14,14,510
1686,50,111,830
1687,35,86,670
1688,14,33,390
1689,53,84,860
1690,24,66,780
1691,47,72,830
1692,5,63,560
1693,8,67,420
1694,49,115,850
1695,59,61,860
1696,37,105,780
1697,6,8,380
1698,6,31,750
1699,59,69,840
1700,55,67,820
1701,37,83,770
1702,31,91,350
1703,17,46,840
1704,29,81,820
1705,29,59,650
1706,6,67,400
1707,14,86,870
1708,28,77,470
1709,62,82,840
1710,5,116,890
1711,13,42,650
1712,49,63,830
1713,31,102,840
1714,52,66,690
1715,16,39,520
1716,43,56,840
1717,4,109,870
1718,9,50,430
1719,52,78,820
1720,21,115,720
1721,32,88,900
1722,31,100,710
1723,32,64,610
1724,50,67,870
1725,11,80,880
1726,25,46,570
1727,17,59,490
1728,25,55,900
1729,34,97,750
1730,1,9,100
1731,45,52,900
1732,19,61,820
1733,29,35,540
1734,19,57,640
1735,14,92,540
1736,44,57,600
1737,29,109,790
1738,60,80,890
1739,64,84,850
1740,60,74,890
1741,40,108,540
1742,55,68,760
1743,2,34,740
1744,56,62,630
1745,21,27,280
1746,6,111,820
1747,77,81,860
1748,15,106,740
1749,14,70,810
1750,2,69,650
1751,45,67,890
1752,25,38,430
1753,35,73,800
1754,38,89,840
1755,23,106,830
1756,61,84,890
1757,31,57,890
1758,18,83,870
1759,17,62,710
1760,63,65,740
1761,63,73,870
1762,45,57,890
1763,58,70,770
1764,52,79,880
1765,52,83,860
1766,43,106,780
1767,35,56,670
1768,51,114,680
1769,53,73,860
1770,10,74,760
1771,53,66,710
1772,25,36,430
1773,33,51,350
1774,44,67,830
1775,52,103,620
1776,73,76,900
1777,28,34,860
1778,31,66,770
1779,28,41,420
1780,17,27,730
1781,37,73,830
1782,20,40,820
1783,35,118,710
1784,38,116,670
1785,31,102,880
1786,22,72,590
1787,46,68,710
1788,45,115,750
1789,29,33,590
1790,4,25,300
1791,20,90,900
1792,47,112,530
1793,5,66,770
1794,31,69,890
1795,21,48,590
1796,14,30,470
1797,15,110,870
1798,16,49,700
1799,37,110,720
1800,17,75,480
1801,59,73,900
1802,54,96,670
1803,34,72,690
1804,23,48,740
1805,34,37,650
1806,60,65,750
1807,5,14,400
1808,18,62,650
1809,34,63,610
1810,28,47,630
1811,56,66,830
1812,50,59,360
1813,31,103,740
1814,40,114,720
1815,54,84,860
1816,35,51,390
1817,38,77,610
1818,6,47,790
1819,33,79,850
1820,10,21,600
1821,33,50,820
1822,31,93,900
1823,19,34,590
1824,52,86,860
1825,19,34,320
1826,38,52,440
1827,20,77,900
1828,8,55,490
1829,41,118,590
1830,52,61,870
1831,48,71,710
1832,50,104,850
1833,11,82,880
1834,68,73,860
1835,53,84,860
1836,32,92,570
1837,32,69,850
1838,25,42,670
1839,27,36,330
1840,17,28,830
1841,34,119,640
1842,40,40,830
1843,45,116,640
1844,73,79,900
1845,9,73,770
1846,45,97,870
1847,48,59,590
1848,41,108,810
1849,20,55,800
1850,30,50,900
1851,12,76,720
1852,22,111,690
1853,11,60,640
1854,15,79,850
1855,24,85,630
1856,29,107,780
1857,40,73,740
1858,40,101,740
1859,15,73,820
1860,20,71,730
1861,28,54,590
1862,59,71,890
1863,57,94,790
1864,43,76,770
1865,23,103,570
1866,55,86,880
1867,4,52,830
1868,63,64,780
1869,23,38,830
1870,75,81,900
1871,41,58,880
1872,2,83,760
1873,44,76,780
1874,11,58,560
1875,55,113,680
1876,60,65,740
1877,44,52,850
1878,12,68,760
1879,58,63,680
1880,12,57,850
1881,20,51,460
1882,45,117,820
1883,24,55,570
1884,21,60,810
1885,30,39,380
1886,17,41,590
1887,36,101,420
1888,47,65,720
1889,32,100,410
1890,43,120,660
1891,55,69,890
1892,29,59,620
1893,13,20,830
1894,22,53,340
1895,11,48,430
1896,36,40,710
1897,37,75,810
1898,41,82,830
1899,52,52,430
1900,3,81,490
1901,51,116,670
1902,2,115,660
1903,14,20,690
1904,16,89,530
1905,11,66,730
1906,27,39,670
1907,31,64,880
1908,6,118,850
1909,15,21,530
1910,5,6,530
1911,2,47,540
1912,21,84,660
1913,57,74,830
1914,12,64,690
1915,43,59,430
1916,43,74,780
1917,48,79,630
1918,11,20,400
1919,17,61,630
1920,35,67,680
1921,49,57,810
1922,37,98,750
1923,6,52,330
1924,33,56,450
1925,49,68,840
1926,9,25,450
1927,28,37,490
1928,35,119,830
1929,15,65,690
1930,39,73,800
1931,39,69,750
1932,16,56,790
1933,14,53,680
1934,43,50,530
1935,56,61,690
1936,8,51,550
1937,8,21,370
1938,35,98,590
1939,18,77,680
1940,55,72,840
1941,28,71,570
1942,43,64,880
1943,51,67,720
1944,45,98,580
1945,19,41,580
1946,48,73,640
1947,48,114,850
1948,34,68,820
1949,57,72,750
1950,52,88,890
1951,20,20,670
1952,17,81,860
1953,49,62,730
1954,23,57,850
1955,17,77,880
1956,18,36,430
1957,5,30,650
1958,45,67,810
1959,53,116,650
1960,29,41,590
1961,31,91,660
1962,48,68,530
1963,60,67,760
1964,45,74,510
1965,45,64,840
1966,32,74,860
1967,47,73,770
1968,29,81,760
1969,16,97,550
1970,31,105,820
1971,43,65,600
1972,11,111,720
1973,77,84,850
1974,23,72,810
1975,42,52,630
1976,42,112,630
1977,17,71,720
1978,21,55,730
1979,14,69,780
1980,16,56,410
1981,50,63,870
1982,31,56,480
1983,32,79,810
1984,39,97,620
1985,15,105,770
1986,49,61,700
1987,68,78,860
1988,3,11,620
1989,44,111,590
1990,40,81,620
1991,19,68,880
1992,66,66,860
1993,57,72,830
1994,19,70,760
1995,12,94,640
1996,65,77,890
1997,2,75,810
1998,13,14,310
1999,57,85,880
2000,33,81,830
2001,25,31,310
2002,6,47,820
2003,6,14,750
2004,13,64,900
2005,51,94,590
2006,44,108,510
2007,49,75,770
2008,33,48,380
2009,53,68,680
2010,40,103,500
2011,43,86,900
2012,49,66,400
2013,23,60,680
2014,53,117,630
2015,34,105,770
2016,20,52,740
2017,49,69,770
2018,26,75,830
2019,55,95,570
2020,35,111,770
2021,26,36,570
2022,55,120,810
2023,18,79,610
2024,41,111,870
2025,4,28,370
2026,50,69,690
2027,25,52,440
2028,4,106,600
2029,28,65,430
2030,5,22,340
2031,28,106,900
2032,38,98,790
2033,38,114,670
2034,34,75,860
2035,43,113,770
2036,25,51,320
2037,16,48,600
2038,27,33,700
2039,60,76,890
2040,56,119,880
2041,3,32,500
2042,41,107,780
2043,57,71,740
2044,28,79,830
2045,51,117,600
2046,46,88,810
2047,40,102,580
2048,18,81,550
2049,44,105,600
2050,8,81,630
2051,32,101,750
2052,7,16,390
2053,46,68,850
2054,35,108,520
2055,56,65,660
2056,54,61,620
2057,7,28,820
2058,39,61,900
2059,70,70,740
2060,33,78,830
2061,5,44,630
2062,2,3,100
2063,39,116,590
2064,39,52,640
2065,47,107,740
2066,39,71,900
2067,20,78,790
2068,39,79,830
2069,46,51,430
2070,60,67,850
2071,32,104,890
2072,28,43,360
2073,20,70,710
2074,57,75,880
2075,47,120,890
2076,23,72,900
2077,24,55,530
2078,32,69,750
2079,31,107,890
2080,47,70,860
2081,56,74,750
2082,40,109,730
2083,7,7,600
2084,32,63,540
2085,53,82,830
2086,37,114,860
2087,43,114,730
2088,5,49,370
2089,43,97,860
2090,17,89,810
2091,23,36,450
2092,9,100,610
2093,6,47,470
2094,7,45,480
2095,20,95,710
2096,48,66,740
2097,50,66,900
2098,51,74,860
2099,27,80,680
2100,31,54,850
2101,40,73,780
2102,7,96,780
2103,8,59,710
2104,2,91,680
2105,38,110,530
2106,9,16,840
2107,20,99,580
2108,26,54,510
2109,47,66,800
2110,48,117,740
2111,47,83,660
2112,34,96,760
2113,24,88,900
2114,52,64,700
2115,46,94,530
2116,58,66,660
2117,54,74,860
2118,35,49,590
2119,19,60,600
2120,39,77,520
2121,34,114,900
2122,31,103,770
2123,41,78,560
2124,57,77,880
2125,31,100,580
2126,32,67,790
2127,11,69,500
2128,9,42,880
2129,55,84,840
2130,33,104,860
2131,14,33,540
2132,2,46,540
2133,53,120,740
2134,33,98,660
2135,7,60,380
2136,51,90,900
2137,56,63,840
2138,41,107,800
2139,35,104,730
2140,46,62,880
2141,2,117,570
2142,39,64,870
2143,61,61,740
2144,38,62,600
2145,34,71,860
2146,21,41,720
2147,33,65,640
2148,42,115,830
2149,2,25,310
2150,31,108,700
2151,24,26,330
2152,9,95,790
2153,36,92,850
2154,7,49,520
2155,3,20,560
2156,52,117,650
2157,24,92,570
2158,2,113,570
2159,7,52,900
2160,61,76,780
2161,33,96,610
2162,3,5,70
2163,7,120,820
2164,33,69,720
2165,22,38,370
2166,51,119,790
2167,52,67,900
2168,56,63,790
2169,16,19,370
2170,35,53,600
2171,9,55,520
2172,46,83,880
2173,43,78,880
2174,53,65,900
2175,5,32,470
2176,10,51,690
2177,50,72,860
2178,10,35,460
2179,39,85,870
2180,59,67,690
2181,6,106,770
2182,42,82,840
2183,29,55,400
2184,62,72,800
2185,58,67,880
2186,28,74,900
2187,41,110,890
2188,43,110,860
2189,31,109,580
2190,48,87,900
2191,44,120,860
2192,11,21,300
2193,27,93,870
2194,10,57,680
2195,55,116,830
2196,5,6,570
2197,19,57,630
2198,24,34,720
2199,19,23,330
2200,34,96,640
2201,11,51,840
2202,39,51,370
2203,42,51,820
2204,31,97,540
2205,56,66,880
2206,45,77,890
2207,41,119,860
2208,7,45,560
2209,60,70,890
2210,2,54,710
2211,23,44,340
2212,41,82,880
2213,35,74,740
2214,42,64,650
2215,38,62,850
2216,5,106,720
2217,15,38,590
2218,40,120,790
2219,9,20,830
2220,28,40,870
2221,32,70,480
2222,5,52,510
2223,43,55,870
2224,3,36,360
2225,45,70,900
2226,9,14,640
2227,16,71,740
2228,1,52,450
2229,13,100,690
2230,36,103,520
2231,32,116,750
2232,7,42,530
2233,49,63,750
2234,3,32,420
2235,38,68,880
2236,57,61,860
2237,57,64,830
2238,41,74,860
2239,25,26,640
2240,43,55,590
2241,33,92,600
2242,30,82,810
2243,53,69,880
2244,8,59,740
2245,56,65,830
2246,47,81,890
2247,25,58,700
2248,19,87,720
2249,45,120,650
2250,18,83,690
2251,53,120,810
2252,28,49,760
2253,26,51,510
2254,44,120,690
2255,5,98,750
2256,9,27,410
2257,13,44,900
2258,37,49,320
2259,46,79,830
2260,56,64,780
2261,32,48,660
2262,51,56,400
2263,58,71,830
2264,50,58,770
2265,33,95,700
2266,31,83,830
2267,50,75,850
2268,38,101,440
2269,27,89,850
2270,50,70,770
2271,21,54,460
2272,44,79,580
2273,13,13,650
2274,50,67,820
2275,67,70,810
2276,18,57,710
2277,2,106,890
2278,19,78,800
2279,15,16,450
2280,42,66,700
2281,8,75,580
2282,32,76,730
2283,13,105,630
2284,10,15,350
2285,23,40,510
2286,43,104,820
2287,58,85,870
2288,52,75,830
2289,22,23,250
2290,25,52,450
2291,9,57,360
2292,3,74,740
2293,7,43,500
2294,9,56,560
2295,20,43,570
2296,8,21,230
2297,61,77,790
2298,73,74,780
2299,36,81,830
2300,21,53,860
2301,50,103,900
2302,25,43,420
2303,46,68,850
2304,57,77,860
2305,58,108,820
2306,28,52,550
2307,64,69,870
2308,25,100,760
2309,46,75,770
2310,5,75,640
2311,29,95,850
2312,17,43,680
2313,70,70,860
2314,37,62,760
2315,32,63,780
2316,7,90,630
2317,38,111,640
2318,29,74,890
2319,59,73,760
2320,2,88,720
2321,10,11,420
2322,39,52,360
2323,23,57,570
2324,51,88,800
2325,41,62,770
2326,38,109,870
2327,43,63,770
2328,34,35,580
2329,43,66,900
2330,20,63,820
2331,48,69,800
2332,36,70,760
2333,54,72,760
2334,34,87,620
2335,86,86,900
2336,35,37,740
2337,39,64,630
2338,43,93,660
2339,41,103,690
2340,10,25,660
2341,45,119,860
2342,16,76,690
2343,57,119,850
2344,3,20,500
2345,16,18,250
2346,12,54,760
2347,34,40,360
2348,74,79,830
2349,10,43,500
2350,10,18,280
2351,49,114,770
2352,38,55,720
2353,17,61,770
2354,26,81,510
2355,43,57,390
2356,64,67,830
2357,15,111,750
2358,19,57,900
2359,35,100,500
2360,71,77,770
2361,42,116,810
2362,21,88,680
2363,3,86,590
2364,39,57,450
2365,33,67,680
2366,36,105,670
2367,12,70,820
2368,17,78,810
2369,18,63,810
2370,44,69,890
2371,14,69,840
2372,3,37,750
2373,18,46,510
2374,39,109,710
2375,58,80,860
2376,2,95,900
2377,23,52,430
2378,25,37,860
2379,13,14,240
2380,19,49,470
2381,38,100,680
2382,9,36,510
2383,33,51,610
2384,29,61,850
2385,28,35,380
2386,45,76,870
2387,12,19,640
2388,52,120,800
2389,6,21,510
2390,17,42,640
2391,56,68,750
2392,3,48,570
2393,56,80,800
2394,48,68,880
2395,52,70,480
2396,70,72,900
2397,24,92,870
2398,13,65,670
2399,36,109,520
2400,35,93,680
2401,39,70,450
2402,30,82,860
2403,4,6,150
2404,53,84,840
2405,16,69,730
2406,4,40,830
2407,18,24,550
2408,21,23,270
2409,9,21,750
2410,4,14,450
2411,53,89,890
2412,38,65,660
2413,7,22,240
2414,50,63,830
2415,2,81,770
2416,19,87,790
2417,17,63,630
2418,24,26,560
2419,34,115,720
2420,24,54,440
2421,4,120,680
2422,7,26,270
2423,26,29,350
2424,36,65,820
2425,7,22,320
2426,66,69,770
2427,19,79,780
2428,29,38,310
2429,51,89,640
2430,18,36,800
2431,5,56,450
2432,50,96,740
2433,15,105,660
2434,39,39,550
2435,46,59,580
2436,33,113,550
2437,38,100,590
2438,27,75,580
2439,51,120,660
2440,46,78,900
2441,42,48,400
2442,25,36,550
2443,7,13,900
2444,45,46,870
2445,38,107,680
2446,5,46,550
2447,16,41,510
2448,25,40,800
2449,73,88,890
2450,5,26,600
2451,49,64,780
2452,52,69,680
2453,2,80,640
2454,21,39,680
2455,43,112,570
2456,51,68,800
2457,7,104,890
2458,43,103,440
2459,47,67,840
2460,43,104,610
2461,3,30,440
2462,27,107,640
2463,14,56,850
2464,9,43,340
2465,38,99,820
2466,25,104,730
2467,11,20,890
2468,55,80,900
2469,34,52,650
2470,31,107,810
2471,19,30,440
2472,49,109,680
2473,43,101,560
2474,31,68,680
2475,23,54,560
2476,46,92,710
2477,9,37,420
2478,55,70,750
2479,47,99,770
2480,9,22,770
2481,11,82,820
2482,37,113,730
2483,10,16,190
2484,9,46,860
2485,81,84,880
2486,37,47,520
2487,36,102,630
2488,28,43,640
2489,13,77,770
2490,5,76,900
2491,15,50,860
2492,7,90,680
2493,51,79,800
2494,19,81,530
2495,62,67,870
2496,44,52,610
2497,2,108,870
2498,17,85,850
2499,13,52,470
2500,35,60,520
2501,27,59,810
2502,53,114,590
2503,71,80,840
2504,48,65,900
2505,30,71,480
2506,42,103,610
2507,34,119,740
2508,37,64,880
2509,20,42,330
2510,27,67,740
2511,12,73,770
2512,44,73,750
2513,59,61,680
2514,65,87,890
2515,34,101,790
2516,46,70,720
2517,19,68,820
2518,40,93,820
2519,64,69,810
2520,55,66,760
2521,35,109,830
2522,45,62,840
2523,31,43,500
2524,51,70,820
2525,31,103,720
2526,36,103,810
2527,39,104,570
2528,72,72,790
2529,28,30,450
2530,10,91,660
2531,8,77,570
2532,9,51,790
2533,51,111,690
2534,11,73,820
2535,13,69,710
2536,24,38,730
2537,75,76,830
2538,11,11,570
2539,5,106,630
2540,15,30,790
2541,25,28,380
2542,9,38,730
2543,4,118,700
2544,31,74,870
2545,22,59,680
2546,40,110,620
2547,9,96,760
2548,53,91,630
2549,6,111,780
2550,38,78,480
2551,44,109,760
2552,26,38,380
2553,51,52,500
2554,9,114,840
2555,19,49,790
2556,42,94,740
2557,37,86,900
2558,23,79,700
2559,36,46,600
2560,4,120,700
2561,18,54,610
2562,42,63,750
2563,55,75,850
2564,40,111,830
2565,43,47,680
2566,10,58,750
2567,9,31,620
2568,43,72,720
2569,16,98,670
2570,12,73,710
2571,43,111,530
2572,59,71,800
2573,19,55,580
2574,10,23,390
2575,62,77,830
2576,2,108,890
2577,53,115,740
2578,27,55,480
2579,61,78,800
2580,19,39,460
2581,9,117,750
2582,3,96,620
2583,5,14,210
2584,32,96,850
2585,52,65,710
2586,60,63,640
2587,13,52,440
2588,46,118,700
2589,19,29,340
2590,37,65,710
2591,13,93,820
2592,28,52,610
2593,59,119,840
2594,34,98,650
2595,8,71,480
2596,15,40,770
2597,16,32,550
2598,4,38,850
2599,46,109,570
2600,33,84,850
2601,27,82,630
2602,33,40,450
2603,1,2,300
2604,63,64,700
2605,17,95,850
2606,62,66,700
2607,24,35,640
2608,56,78,830
2609,9,15,680
2610,6,24,430
2611,55,82,860
2612,41,118,850
2613,1,39,400
2614,58,81,870
2615,54,73,670
2616,22,31,620
2617,30,60,860
2618,20,72,820
2619,53,114,900
2620,37,56,680
2621,53,113,820
2622,20,71,750
2623,46,82,900
2624,27,93,880
2625,63,72,850
2626,2,34,730
2627,62,73,770
2628,55,80,810
2629,10,14,410
2630,13,68,680
2631,15,44,370
2632,33,35,570
2633,29,48,570
2634,18,93,650
2635,36,77,840
2636,4,23,670
2637,7,62,410
2638,42,81,830
2639,5,18,600
2640,38,76,810
2641,7,100,630
2642,19,79,820
2643,41,47,550
2644,18,24,600
2645,22,75,500
2646,27,97,690
2647,5,57,440
2648,9,43,390
2649,15,83,470
2650,50,67,840
2651,38,110,800
2652,4,26,610
2653,24,57,780
2654,66,70,760
2655,74,78,830
2656,69,90,900
2657,33,107,900
2658,15,20,450
2659,74,75,840
2660,43,71,760
2661,7,67,710
2662,17,69,850
2663,52,59,520
2664,47,70,820
2665,48,111,630
2666,5,104,580
2667,29,38,370
2668,46,73,810
2669,3,11,170
2670,53,63,830
2671,16,65,790
2672,10,12,830
2673,29,35,830
2674,44,65,820
2675,45,63,880
2676,37,69,890
2677,77,80,810
2678,15,33,590
2679,41,50,330
2680,38,46,400
2681,47,65,850
2682,6,6,280
2683,17,55,450
2684,20,84,750
2685,49,76,860
2686,18,39,820
2687,56,97,870
2688,62,64,790
2689,13,77,490
2690,2,74,840
2691,64,75,870
2692,47,61,720
2693,23,66,490
2694,4,15,740
2695,45,113,830
2696,51,87,680
2697,13,112,640
2698,63,63,750
2699,75,76,780
2700,12,60,390
2701,23,41,790
2702,21,23,840
2703,40,109,900
2704,25,81,530
2705,13,68,750
2706,61,70,700
2707,58,72,730
2708,36,62,860
2709,48,62,380
2710,44,112,710
2711,41,119,680
2712,46,52,480
2713,55,76,730
2714,29,36,510
2715,49,88,900
2716,49,72,820
2717,5,88,600
2718,9,11,570
2719,29,37,740
2720,11,17,480
2721,57,112,690
2722,55,72,720
2723,49,49,680
2724,12,62,690
2725,46,113,770
2726,41,104,640
2727,47,72,770
2728,42,105,710
2729,34,80,850
2730,30,47,830
2731,36,70,440
2732,75,86,870
2733,36,72,730
2734,28,66,870
2735,52,114,690
2736,19,75,790
2737,11,11,210
2738,9,45,820
2739,1,32,330
2740,49,113,660
2741,24,24,320
2742,8,56,420
2743,45,109,800
2744,38,64,890
2745,33,97,640
2746,11,51,520
2747,35,116,650
2748,27,40,700
2749,2,80,690
2750,39,69,710
2751,45,86,870
2752,34,84,640
2753,33,76,800
2754,5,40,360
2755,24,56,690
2756,48,72,830
2757,15,75,890
2758,10,32,330
2759,32,105,470
2760,13,32,700
2761,51,96,610
2762,59,113,880
2763,12,81,860
2764,31,91,430
2765,43,73,820
2766,48,67,750
2767,32,75,900
2768,23,103,620
2769,11,21,900
2770,43,115,830
2771,41,101,820
2772,12,19,670
2773,23,40,320
2774,13,20,260
2775,58,74,870
2776,7,50,880
2777,17,50,410
2778,39,99,870
2779,33,67,880
2780,46,65,790
2781,35,111,560
2782,8,84,510
2783,54,71,720
2784,14,67,690
2785,3,35,830
2786,39,115,620
2787,35,70,900
2788,15,44,840
2789,5,38,330
2790,6,19,440
2791,9,65,590
2792,52,112,620
2793,26,95,840
2794,50,63,540
2795,55,61,800
2796,30,68,520
2797,36,74,750
2798,47,72,740
2799,35,99,660
2800,2,22,730
2801,31,96,660
2802,2,111,560
2803,49,61,660
2804,8,40,370
2805,7,19,200
2806,3,28,400
2807,20,67,500
2808,66,81,880
2809,49,83,880
2810,19,32,410
2811,20,106,890
2812,25,62,400
2813,9,108,810
2814,13,113,670
2815,54,71,820
2816,39,78,790
2817,39,64,760
2818,13,92,790
2819,34,92,840
2820,2,20,290
2821,19,40,390
2822,3,69,550
2823,18,63,450
2824,11,65,780
2825,7,109,620
2826,14,60,750
2827,32,98,800
2828,48,108,740
2829,37,75,490
2830,49,109,550
2831,31,69,750
2832,22,37,520
2833,47,76,810
2834,39,88,630
2835,52,117,740
2836,39,71,640
2837,43,64,460
2838,5,94,730
2839,8,51,380
2840,35,65,750
2841,67,76,840
2842,52,80,880
2843,6,25,280
2844,5,82,740
2845,13,65,430
2846,41,68,660
2847,27,51,470
2848,37,69,740
2849,23,40,730
2850,51,88,880
2851,6,15,340
2852,31,109,800
2853,8,118,870
2854,49,77,490
2855,23,75,850
2856,57,69,890
2857,6,19,390
2858,38,98,760
2859,28,29,550
2860,39,76,760
2861,5,21,420
2862,18,39,830
2863,60,64,660
2864,42,113,710
2865,40,118,590
2866,24,87,800
2867,21,116,840
2868,9,29,380
2869,73,80,830
2870,53,77,450
2871,42,118,820
2872,8,11,250
2873,42,119,700
2874,17,45,720
2875,45,113,720
2876,46,47,700
2877,9,103,760
2878,15,99,810
2879,53,74,810
2880,9,45,430
2881,1,86,520
2882,36,95,760
2883,19,94,860
2884,6,66,570
2885,2,93,790
2886,12,21,310
2887,40,51,520
2888,2,89,620
2889,42,93,780
2890,53,76,750
2891,31,70,720
2892,41,105,540
2893,58,61,720
2894,8,18,560
2895,44,63,630
2896,39,106,720
2897,33,48,540
2898,20,27,310
2899,44,103,890
2900,34,97,870
2901,6,37,850
2902,35,37,370
2903,44,51,450
2904,5,42,350
2905,76,81,900
2906,54,86,900
2907,2,54,560
2908,34,103,660
2909,39,59,490
2910,14,20,380
2911,39,104,740
2912,37,37,750
2913,70,75,780
2914,40,62,630
2915,52,77,860
2916,14,61,800
2917,41,61,790
2918,44,65,870
2919,38,99,660
2920,6,40,770
2921,7,34,610
2922,14,60,870
2923,26,27,490
2924,44,63,780
2925,59,69,820
2926,67,76,900
2927,49,59,790
2928,41,75,850
2929,28,56,520
2930,15,119,770
2931,33,94,880
2932,73,80,880
2933,23,97,890
2934,27,31,570
2935,22,67,880
2936,32,106,460
2937,39,89,900
2938,59,71,770
2939,18,57,730
2940,3,94,560
2941,48,108,830
2942,37,101,690
2943,9,23,220
2944,36,104,640
2945,29,40,620
2946,15,64,850
2947,54,54,830
2948,28,39,480
2949,27,49,490
2950,18,59,740
2951,37,76,880
2952,1,86,490
2953,35,50,820
2954,40,62,810
2955,37,76,840
2956,19,60,450
2957,71,87,890
2958,35,102,730
2959,12,45,550
2960,49,63,660
2961,46,46,890
2962,6,55,410
2963,4,22,380
2964,13,19,400
2965,2,84,740
2966,25,38,370
2967,5,5,160
2968,55,115,730
2969,32,95,520
2970,37,67,430
2971,42,111,860
2972,41,102,830
2973,23,112,860
2974,44,77,670
2975,15,79,800
2976,43,113,860
2977,17,104,890
2978,4,4,270
2979,19,43,430
2980,14,101,620
2981,7,74,590
2982,39,66,680
2983,23,79,620
2984,32,106,780
2985,46,79,850
2986,9,63,880
2987,9,114,880
2988,40,100,480
2989,34,35,500
2990,34,97,760
2991,37,68,870
2992,24,53,450
2993,33,99,650
2994,3,68,530
2995,40,73,800
2996,56,61,870
2997,33,101,680
2998,17,76,430
2999,55,72,900
3000,32,120,780
3001,58,118,870
3002,19,82,480
3003,39,62,860
3004,8,50,360
3005,47,80,880
3006,29,55,800
3007,42,100,720
3008,42,50,660
3009,27,52,540
3010,57,61,850
3011,46,90,790
3012,38,99,860
3013,16,53,640
3014,51,95,550
3015,42,113,620
3016,45,114,820
3017,46,109,780
3018,39,103,900
3019,50,104,860
3020,6,20,320
3021,40,118,680
3022,54,82,840
3023,49,79,470
3024,13,16,370
3025,19,72,620
3026,68,72,790
3027,37,107,580
3028,19,23,310
3029,45,117,670
3030,60,69,750
3031,4,23,660
3032,18,72,810
3033,8,12,340
3034,40,65,780
3035,31,92,830
3036,9,57,370
3037,19,34,380
3038,38,86,600
3039,33,71,870
3040,48,67,890
3041,39,64,800
3042,55,95,580
3043,37,105,470
3044,14,42,550
3045,2,33,550
3046,20,45,550
3047,32,63,690
3048,10,14,300
3049,5,79,560
3050,42,77,880
3051,28,99,670
3052,23,32,340
3053,46,64,490
3054,48,62,730
3055,57,117,820
3056,3,57,540
3057,31,59,450
3058,11,60,690
3059,33,117,660
3060,3,48,530
3061,5,46,420
3062,21,57,460
3063,38,40,310
3064,5,24,580
3065,52,77,800
3066,15,75,810
3067,3,54,690
3068,7,24,610
3069,19,53,370
3070,10,42,550
3071,14,85,850
3072,6,24,330
3073,26,105,800
3074,23,26,300
3075,46,107,520
3076,42,76,840
3077,33,103,770
3078,13,59,550
3079,47,118,880
3080,52,73,890
3081,18,74,600
3082,18,24,400
3083,45,83,510
3084,13,34,830
3085,62,64,700
3086,6,11,670
3087,52,120,630
3088,13,29,360
3089,10,85,670
3090,48,85,880
3091,9,16,400
3092,46,117,740
3093,15,88,890
3094,28,75,540
3095,47,71,740
3096,2,90,890
3097,9,102,850
3098,56,68,690
3099,42,63,690
3100,54,70,750
3101,2,81,900
3102,38,109,680
3103,32,89,540
3104,27,76,650
3105,27,36,640
3106,6,33,750
3107,53,65,760
3108,21,78,640
3109,7,116,770
3110,21,85,570
3111,6,40,660
3112,42,45,350
3113,52,82,590
3114,18,36,790
3115,53,61,660
3116,56,99,610
3117,48,57,730
3118,19,102,850
3119,43,71,790
3120,3,104,540
3121,8,34,510
3122,30,104,630
3123,38,77,840
3124,43,106,730
3125,27,41,370
3126,28,37,420
3127,39,63,650
3128,53,107,900
3129,36,83,900
3130,35,107,830
3131,33,116,800
3132,36,118,880
3133,43,117,790
3134,48,113,880
3135,42,75,760
3136,41,68,680
3137,24,107,780
3138,5,7,430
3139,11,49,870
3140,31,72,850
3141,23,77,510
3142,20,69,730
3143,13,75,560
3144,56,78,830
3145,20,24,670
3146,23,65,620
3147,8,81,680
3148,36,107,660
3149,10,67,840
3150,44,97,730
3151,40,64,570
3152,47,57,860
3153,51,70,700
3154,52,64,760
3155,23,29,610
3156,32,57,830
3157,68,73,890
3158,51,98,570
3159,32,59,540
3160,10,10,330
3161,13,24,500
3162,57,75,830
3163,2,42,350
3164,31,67,680
3165,19,36,740
3166,30,87,800
3167,37,43,870
3168,9,85,900
3169,36,53,540
3170,16,65,750
3171,25,48,840
3172,19,20,410
3173,46,54,460
3174,31,120,630
3175,77,88,900
3176,42,70,710
3177,1,19,260
3178,25,106,600
3179,63,67,770
3180,20,63,470
3181,49,80,840
3182,15,57,490
3183,53,73,840
3184,42,85,830
3185,50,118,870
3186,34,63,830
3187,62,79,790
3188,24,25,660
3189,12,81,730
3190,4,64,820
3191,23,49,530
3192,44,113,900
3193,37,85,850
3194,10,33,480
3195,37,53,370
3196,59,65,870
3197,12,71,770
3198,24,24,810
3199,13,32,690
3200,14,91,510
3201,60,89,890
3202,1,24,390
3203,33,42,840
3204,50,67,900
3205,46,109,840
3206,53,88,870
3207,44,66,770
3208,25,32,380
3209,37,105,740
3210,28,55,430
3211,49,76,900
3212,54,77,650
3213,60,69,850
3214,38,105,780
