,final_vcpu,final_ram,final_volume
143,55,73,780
144,49,105,800
145,9,14,560
146,19,94,870
147,44,74,480
148,6,13,360
149,51,117,800
150,27,106,630
151,14,54,770
152,36,71,720
153,7,108,770
154,11,47,310
155,45,103,760
156,47,113,530
157,26,102,570
158,32,66,690
159,31,112,580
160,35,108,700
161,5,5,420
162,5,71,470
163,41,70,790
164,8,88,650
165,51,67,570
166,43,68,820
167,21,89,510
168,21,63,700
169,49,81,850
170,54,65,680
171,44,72,840
172,54,74,880
173,50,83,870
174,47,63,660
175,32,107,520
176,29,75,460
177,26,50,450
178,51,118,890
179,40,66,730
180,46,81,840
181,51,112,520
182,43,56,620
183,54,64,730
184,9,103,880
185,63,76,900
186,40,119,610
187,10,65,850
188,46,69,890
189,33,105,500
190,8,8,470
191,12,15,410
192,31,65,860
193,5,74,730
194,39,70,870
195,53,66,800
196,55,63,790
197,22,86,520
198,47,66,760
199,26,27,320
200,5,116,580
201,5,15,420
202,58,65,720
203,18,62,760
204,67,80,830
205,46,64,640
206,58,118,700
207,51,61,660
208,31,102,520
209,15,55,480
210,33,66,440
211,41,114,620
212,71,75,760
213,9,108,880
214,39,40,780
215,60,81,890
216,45,113,780
217,37,37,430
218,44,56,900
219,69,69,730
220,56,73,810
221,63,88,890
222,4,97,740
223,56,120,640
224,16,20,320
225,14,31,400
226,55,78,840
227,33,93,590
228,38,78,620
229,28,29,600
230,19,69,830
231,33,106,520
232,56,103,840
233,17,64,590
234,9,30,310
235,54,100,830
236,18,71,820
237,39,70,860
238,9,26,390
239,26,69,450
240,53,81,880
241,34,109,660
242,14,71,780
243,4,109,620
244,50,83,830
245,40,48,810
246,7,75,560
247,21,95,610
248,11,89,890
249,40,115,830
250,32,105,610
251,63,69,770
252,11,52,490
253,57,67,800
254,49,61,810
255,69,80,860
256,50,66,870
257,35,98,640
258,8,43,330
259,26,102,620
260,37,104,550
261,53,96,800
262,21,30,800
263,41,72,890
264,42,107,660
265,35,99,870
266,47,62,680
267,15,120,880
268,32,94,490
269,42,107,890
270,45,75,880
271,32,94,690
272,13,16,670
273,33,103,810
274,23,63,610
275,18,81,840
276,37,108,880
277,22,45,440
278,24,66,460
279,13,34,690
280,54,66,890
281,31,118,750
282,32,37,460
283,41,75,800
284,3,60,400
285,44,83,800
286,33,75,800
287,2,55,750
288,47,51,900
289,23,99,890
290,20,80,490
291,51,89,650
292,40,52,510
293,46,116,630
294,1,27,330
295,65,85,890
296,30,73,700
297,49,65,620
298,11,46,870
299,56,105,810
300,27,35,390
301,29,47,790
302,45,68,450
303,37,101,820
304,42,119,730
305,39,43,640
306,9,28,320
307,40,118,800
308,13,73,550
309,50,61,900
310,30,91,720
311,41,83,650
312,54,79,790
313,1,22,440
314,38,60,860
315,2,22,470
316,19,70,840
317,25,53,820
318,52,87,760
319,38,109,710
320,5,19,370
321,52,52,770
322,12,41,540
323,12,50,610
324,11,24,470
325,17,76,770
326,10,102,620
327,39,110,780
328,52,56,530
329,44,70,710
330,22,47,720
331,58,61,820
332,28,88,760
333,34,98,740
334,13,61,510
335,15,82,860
336,31,116,830
337,32,56,570
338,42,103,670
339,27,36,340
340,15,69,550
341,54,65,840
342,58,66,710
343,37,47,690
344,28,48,570
345,33,58,700
346,43,120,800
347,33,61,800
348,6,7,180
349,39,75,770
350,26,38,810
351,25,39,650
352,31,112,820
353,35,117,750
354,23,108,600
355,8,16,880
356,47,81,820
357,54,67,670
358,51,65,720
359,32,55,800
360,49,50,860
361,31,99,670
362,58,78,870
363,38,109,690
364,32,109,720
365,13,17,390
366,26,87,890
367,28,59,430
368,33,90,680
369,47,113,680
370,28,50,600
371,43,72,640
372,60,67,890
373,29,41,820
374,27,103,740
375,49,111,690
376,24,27,340
377,48,55,880
378,42,79,620
379,69,71,770
380,38,102,830
381,5,6,760
382,12,58,780
383,47,72,570
384,14,75,580
385,9,12,620
386,35,113,840
387,81,86,880
388,2,44,350
389,34,61,670
390,42,67,800
391,22,24,290
392,33,74,870
393,27,46,330
394,55,83,880
395,48,79,830
396,39,56,440
397,46,80,800
398,55,70,900
399,35,73,740
400,3,115,900
401,61,69,820
402,55,57,790
403,37,101,870
404,79,83,860
405,43,61,660
406,27,55,490
407,34,96,520
408,12,78,800
409,7,113,610
410,20,26,660
411,10,89,730
412,43,78,820
413,19,21,540
414,5,38,770
415,22,76,610
416,37,95,630
417,28,96,660
418,34,75,900
419,20,21,310
420,51,70,710
421,33,56,710
422,7,110,840
423,7,31,410
424,58,64,790
425,36,110,900
426,10,18,760
427,48,79,840
428,32,63,820
429,45,63,480
430,38,67,840
431,19,35,460
432,44,112,820
433,45,62,760
434,53,85,590
435,53,64,690
436,32,36,890
437,52,71,720
438,25,100,700
439,37,51,580
440,53,63,670
441,29,43,470
442,39,118,880
443,18,19,680
444,35,64,820
445,37,38,620
446,43,79,470
447,38,106,670
448,63,67,850
449,59,76,880
450,29,50,640
451,6,61,480
452,38,99,880
453,77,78,780
454,14,90,600
455,31,96,420
456,5,50,630
457,51,118,800
458,29,40,370
459,49,109,710
460,21,29,290
461,36,61,870
462,6,28,320
463,44,114,650
464,37,43,500
465,11,64,750
466,6,11,140
467,30,73,490
468,36,88,880
469,28,95,640
470,43,108,850
471,12,75,760
472,35,52,370
473,15,16,610
474,10,39,480
475,12,63,640
476,21,28,820
477,52,63,730
478,52,114,610
479,35,80,540
480,48,74,880
481,29,58,460
482,71,72,720
483,33,103,780
484,46,109,660
485,2,27,710
486,2,91,800
487,29,54,790
488,14,69,850
489,21,66,470
490,60,63,810
491,17,45,340
492,22,111,680
493,62,79,870
494,7,84,850
495,33,117,870
496,55,120,680
497,60,88,890
498,76,81,850
499,31,120,840
500,65,75,780
501,14,84,640
502,72,82,830
503,13,77,500
504,25,37,590
505,31,106,670
506,13,52,510
507,39,80,580
508,35,105,640
509,43,97,900
510,33,120,900
511,24,46,900
512,44,57,740
513,1,64,560
514,50,67,750
515,24,51,660
516,34,108,850
517,44,54,480
518,19,104,620
519,36,112,760
520,26,31,510
521,16,78,560
522,10,62,880
523,55,77,830
524,6,108,870
525,38,105,800
526,11,15,250
527,9,40,810
528,15,71,830
529,22,36,650
530,26,47,480
531,48,89,740
532,53,76,720
533,21,48,350
534,9,20,810
535,3,39,650
536,40,77,900
537,61,73,860
538,14,99,610
539,45,80,830
540,41,82,880
541,12,89,620
542,33,98,650
543,21,44,710
544,34,83,540
545,8,69,610
546,32,85,860
547,34,80,840
548,12,66,860
549,33,77,870
550,17,79,460
551,40,100,790
552,9,14,740
553,19,93,830
554,31,49,710
555,52,76,770
556,16,67,890
557,31,64,780
558,41,66,850
559,49,50,680
560,70,78,870
561,60,66,730
562,30,68,760
563,49,63,440
564,43,75,760
565,31,42,840
566,33,109,740
567,50,76,830
568,39,111,710
569,45,73,840
570,48,117,820
571,29,31,800
572,15,47,800
573,7,102,900
574,60,89,900
575,41,114,870
576,43,50,370
577,46,79,850
578,12,57,820
579,43,83,830
580,5,92,780
581,11,42,830
582,14,55,780
583,13,36,850
584,50,71,900
585,36,119,900
586,5,26,280
587,26,42,410
588,58,99,820
589,57,110,700
590,54,117,770
591,42,68,870
592,34,100,810
593,42,92,750
594,20,62,640
595,46,61,830
596,47,82,880
597,12,83,850
598,23,73,800
599,21,55,680
600,55,66,860
601,14,23,620
602,44,72,890
603,53,96,810
604,38,50,460
605,3,114,900
606,51,83,880
607,45,61,790
608,54,77,620
609,50,64,520
610,48,74,860
611,8,95,590
612,21,88,620
613,41,83,710
614,39,107,750
615,9,32,800
616,9,68,450
617,12,78,810
618,78,83,850
619,37,111,610
620,43,108,880
621,37,79,790
622,47,65,860
623,1,11,230
624,29,30,640
625,49,62,490
626,40,115,650
627,10,71,690
628,47,51,390
629,13,115,830
630,5,59,440
631,52,66,740
632,34,44,810
633,35,100,560
634,42,65,810
635,50,62,770
636,44,82,870
637,48,79,880
638,21,93,620
639,46,112,680
640,34,63,650
641,45,61,660
642,31,109,690
643,23,59,530
644,2,2,250
645,5,13,340
646,18,32,470
647,35,104,620
648,43,111,580
649,40,87,900
650,15,28,690
651,35,77,790
652,15,17,730
653,51,64,700
654,34,110,810
655,7,35,540
656,30,40,370
657,44,72,760
658,37,85,690
659,34,40,370
660,22,101,730
661,37,74,770
662,21,28,450
663,1,11,410
664,56,118,690
665,33,111,830
666,14,66,800
667,1,59,340
668,34,109,610
669,35,51,600
670,55,63,700
671,31,49,770
672,38,59,390
673,18,22,420
674,34,71,510
675,44,105,460
676,1,6,290
677,2,53,630
678,40,46,630
679,26,31,760
680,52,68,510
681,24,37,460
682,12,85,890
683,43,87,890
684,9,40,740
685,48,63,890
686,17,23,320
687,53,96,560
688,26,66,540
689,13,68,620
690,42,70,840
691,36,109,640
692,53,77,840
693,52,69,850
694,48,49,430
695,57,72,880
696,47,78,820
697,41,72,720
698,23,97,630
699,9,53,530
700,8,45,890
701,5,11,740
702,17,27,440
703,5,38,880
704,21,38,490
705,52,117,720
706,55,87,800
707,37,57,890
708,7,105,710
709,29,54,880
710,44,111,570
711,38,100,840
712,10,67,640
713,45,62,820
714,6,46,780
715,53,77,770
716,35,80,880
717,23,39,520
718,39,85,720
719,27,91,610
720,45,56,630
721,17,35,670
722,49,77,880
723,27,47,670
724,34,101,680
725,45,64,810
726,18,43,310
727,52,66,780
728,11,63,670
729,54,70,850
730,4,14,170
731,39,78,490
732,44,48,630
733,23,25,710
734,56,64,830
735,37,70,790
736,3,70,610
737,8,30,400
738,17,26,840
739,3,9,480
740,74,76,890
741,1,67,420
742,17,77,800
743,36,114,710
744,63,63,650
745,26,72,900
746,69,71,780
747,9,46,670
748,54,118,830
749,43,73,860
750,58,68,710
751,34,86,890
752,5,53,580
753,7,46,620
754,41,49,350
755,13,76,880
756,12,107,590
757,43,113,820
758,18,54,370
759,23,89,580
760,12,84,680
761,15,28,450
762,58,71,880
763,29,65,700
764,41,111,550
765,13,71,520
766,9,43,700
767,22,99,810
768,53,65,790
769,41,54,600
770,23,85,590
771,23,58,540
772,14,62,640
773,34,100,440
774,29,112,870
775,20,61,600
776,37,76,610
777,25,92,680
778,31,119,830
779,22,49,740
780,47,111,700
781,37,83,750
782,30,32,470
783,35,104,860
784,33,107,590
785,16,20,710
786,52,67,780
787,47,62,730
788,10,66,630
789,48,58,690
790,42,65,730
791,23,38,870
792,38,100,550
793,19,60,780
794,39,111,570
795,37,115,830
796,8,64,770
797,28,57,720
798,39,43,450
799,28,39,640
800,29,70,610
801,13,42,320
802,30,73,650
803,46,69,760
804,39,107,800
805,18,26,550
806,33,74,520
807,36,88,770
808,26,90,740
809,43,71,750
810,50,64,810
811,32,83,870
812,34,84,810
813,29,54,570
814,15,33,700
815,2,58,640
816,27,50,420
817,5,7,440
818,36,109,700
819,37,52,770
820,12,24,400
821,42,68,780
822,42,61,680
823,54,118,850
824,83,83,900
825,3,65,390
826,35,105,710
827,14,63,660
828,36,68,720
829,43,107,650
830,41,111,660
831,45,69,620
832,27,50,360
833,2,107,770
834,36,115,660
835,52,112,600
836,41,66,740
837,26,62,810
838,13,74,830
839,18,18,580
840,48,84,790
841,48,68,860
842,54,116,690
843,38,101,500
844,44,59,750
845,55,89,540
846,3,39,660
847,31,116,760
848,41,68,720
849,17,84,870
850,48,51,780
851,21,27,340
852,37,114,790
853,2,103,800
854,49,73,750
855,33,69,820
856,30,76,900
857,65,65,690
858,7,19,550
859,52,65,660
860,54,115,630
861,44,47,750
862,39,71,740
863,33,42,850
864,33,99,870
865,36,46,610
866,50,114,850
867,32,117,600
868,22,44,780
869,11,27,850
870,22,115,650
871,58,79,810
872,67,75,770
873,72,73,820
874,48,63,890
875,34,70,460
876,13,109,730
877,50,62,860
878,34,62,570
879,46,114,740
880,56,119,750
881,38,113,560
882,56,63,640
883,4,114,740
884,48,62,370
885,60,63,880
886,48,115,570
887,18,63,750
888,45,112,570
889,24,42,540
890,5,57,460
891,26,50,340
892,34,111,900
893,44,47,580
894,4,15,640
895,13,95,880
896,53,78,750
897,42,84,620
898,42,61,690
899,19,106,820
900,35,110,540
901,45,120,680
902,15,76,790
903,53,64,780
904,9,10,340
905,22,43,880
906,53,74,890
907,5,24,330
908,12,40,600
909,27,94,800
910,1,56,310
911,14,52,730
912,23,53,700
913,74,86,900
914,10,78,740
915,24,57,490
916,6,17,390
917,39,110,600
918,6,100,790
919,3,34,330
920,27,64,840
921,22,33,370
922,17,69,870
923,3,15,350
924,52,98,860
925,58,68,730
926,44,112,540
927,57,85,890
928,13,37,620
929,53,87,630
930,54,56,680
931,34,36,870
932,23,36,820
933,3,112,870
934,58,118,840
935,46,63,850
936,16,35,450
937,31,72,880
938,1,58,480
939,43,111,640
940,1,5,200
941,24,63,500
942,40,100,630
943,35,66,840
944,53,55,580
945,12,20,590
946,34,69,430
947,43,107,570
948,48,74,830
949,19,48,420
950,26,106,770
951,30,60,880
952,50,110,860
953,6,54,350
954,39,113,740
955,22,42,410
956,6,60,390
957,3,64,750
958,33,115,550
959,36,68,790
960,20,26,460
961,42,66,800
962,56,70,890
963,39,57,870
964,6,14,860
965,46,105,860
966,50,112,700
967,39,40,790
968,43,105,650
969,71,82,870
970,4,8,680
971,15,71,760
972,8,52,760
973,28,57,450
974,51,63,810
975,4,37,800
976,28,74,580
977,34,75,460
978,7,75,720
979,58,74,810
980,22,56,690
981,31,108,530
982,66,76,870
983,41,105,800
984,43,43,810
985,42,82,860
986,31,67,820
987,13,50,520
988,25,56,460
989,13,81,830
990,49,62,900
991,39,55,810
992,32,115,590
993,12,68,890
994,35,63,700
995,1,30,380
996,48,101,860
997,46,77,820
998,47,76,490
999,56,63,680
1000,6,40,670
1001,5,30,510
1002,36,112,780
1003,2,79,850
1004,16,84,890
1005,4,27,780
1006,30,44,770
1007,39,56,820
1008,28,38,830
1009,16,41,540
1010,59,65,820
1011,34,105,840
1012,49,65,650
1013,48,118,860
1014,5,46,330
1015,55,63,630
1016,37,77,790
1017,43,73,790
1018,7,102,780
1019,12,70,850
1020,6,16,210
1021,33,45,320
1022,51,67,690
1023,21,38,470
1024,3,71,550
1025,20,64,850
1026,31,77,500
1027,44,104,670
1028,21,58,830
1029,33,83,740
1030,55,72,830
1031,71,72,850
1032,50,87,890
1033,11,114,850
1034,50,71,740
1035,21,110,870
1036,13,48,450
1037,16,96,600
1038,63,73,750
1039,56,66,770
1040,3,16,310
1041,50,64,670
1042,11,98,800
1043,46,111,900
1044,2,92,880
1045,13,73,580
1046,54,62,870
1047,23,105,640
1048,49,111,730
1049,27,48,830
1050,18,33,420
1051,32,77,900
1052,41,78,840
1053,40,78,790
1054,36,86,870
1055,6,120,750
1056,12,70,830
1057,38,98,890
1058,27,57,540
1059,3,12,850
1060,31,103,780
1061,47,112,560
1062,33,82,870
1063,19,51,480
1064,3,86,450
1065,19,62,800
1066,19,71,580
1067,14,65,810
1068,51,113,850
1069,46,91,510
1070,80,80,890
1071,53,82,840
1072,5,36,390
1073,23,75,770
1074,41,73,540
1075,3,55,440
1076,37,71,570
1077,17,76,890
1078,38,115,710
1079,42,102,900
1080,15,28,720
1081,8,52,520
1082,27,41,540
1083,11,84,810
1084,37,75,730
1085,19,39,590
1086,40,71,750
1087,59,69,810
1088,14,69,730
1089,59,115,850
1090,53,117,580
1091,22,50,510
1092,47,68,860
1093,12,67,830
1094,80,87,880
1095,45,74,850
1096,27,56,600
1097,31,74,630
1098,18,70,880
1099,43,52,570
1100,42,52,850
1101,38,102,680
1102,32,67,830
1103,3,16,890
1104,16,32,390
1105,34,109,550
1106,8,18,870
1107,50,84,860
1108,44,88,590
1109,16,83,740
1110,50,51,450
1111,53,119,640
1112,31,95,700
1113,33,52,360
1114,35,109,890
1115,17,52,780
1116,31,67,440
1117,7,8,740
1118,43,113,720
1119,13,87,890
1120,49,71,820
1121,32,40,490
1122,26,27,420
1123,46,70,860
1124,20,70,720
1125,31,119,600
1126,44,78,890
1127,34,68,850
1128,1,30,360
1129,38,83,560
1130,56,71,720
1131,32,86,870
1132,19,118,740
1133,69,89,900
1134,40,70,540
1135,20,70,900
1136,44,58,750
1137,17,25,420
1138,5,93,550
1139,83,86,870
1140,27,62,720
1141,57,82,830
1142,33,44,460
1143,53,68,720
1144,54,62,780
1145,28,90,740
1146,18,32,360
1147,18,61,710
1148,20,61,830
1149,25,94,790
1150,49,70,710
1151,21,69,740
1152,47,63,780
1153,40,104,500
1154,37,98,600
1155,23,113,880
1156,33,113,790
1157,54,75,630
1158,12,29,580
1159,28,80,580
1160,6,29,350
1161,36,74,750
1162,33,53,800
1163,20,39,900
1164,48,63,640
1165,35,50,370
1166,47,78,850
1167,33,52,570
1168,1,7,80
1169,26,58,620
1170,42,68,800
1171,46,73,820
1172,37,64,830
1173,39,46,670
1174,41,120,860
1175,36,73,630
1176,16,76,820
1177,36,73,750
1178,38,63,840
1179,19,67,650
1180,49,81,880
1181,42,117,680
1182,1,31,440
1183,54,118,630
1184,45,63,840
1185,35,48,760
1186,11,31,710
1187,37,109,730
1188,32,94,530
1189,51,119,860
1190,20,28,650
1191,12,71,720
1192,49,65,810
1193,39,96,580
1194,15,16,730
1195,6,28,850
1196,2,55,610
1197,12,81,880
1198,6,25,270
1199,36,113,870
1200,39,58,840
1201,42,67,700
1202,57,66,850
1203,34,81,890
1204,2,53,890
1205,37,74,800
1206,37,105,530
1207,21,39,650
1208,27,98,780
1209,14,86,730
1210,24,96,890
1211,41,62,640
1212,36,67,880
1213,29,39,830
1214,39,102,430
1215,45,66,860
1216,44,105,870
1217,27,66,710
1218,4,61,370
1219,34,96,450
1220,3,78,430
1221,11,24,350
1222,62,76,760
1223,8,64,800
1224,69,69,900
1225,16,70,860
1226,13,36,820
1227,53,120,860
1228,44,63,840
1229,33,52,790
1230,9,68,540
1231,2,17,480
1232,9,17,820
1233,8,69,540
1234,15,65,890
1235,7,73,790
1236,9,36,400
1237,41,119,600
1238,44,64,710
1239,62,71,760
1240,52,70,850
1241,38,96,800
1242,45,59,850
1243,45,106,820
1244,37,118,890
1245,35,58,890
1246,29,64,850
1247,42,56,570
1248,46,97,890
1249,2,109,790
1250,47,50,340
1251,11,53,400
1252,5,57,530
1253,28,58,710
1254,55,65,860
1255,2,38,480
1256,49,74,820
1257,16,16,310
1258,53,63,870
1259,56,72,800
1260,57,61,690
1261,17,75,890
1262,53,116,710
1263,26,32,370
1264,34,108,750
1265,5,60,840
1266,59,75,890
1267,37,78,860
1268,8,16,500
1269,28,53,470
1270,53,67,790
1271,38,102,820
1272,31,120,850
1273,20,54,450
1274,15,113,630
1275,33,98,500
1276,33,35,390
1277,49,69,810
1278,60,62,740
1279,38,52,670
1280,44,108,600
1281,23,38,500
1282,24,51,360
1283,41,66,680
1284,53,73,710
1285,58,63,700
1286,49,111,520
1287,2,65,870
1288,14,67,790
1289,10,38,510
1290,28,71,710
1291,49,52,870
1292,73,75,800
1293,43,66,790
1294,42,72,740
1295,46,71,850
1296,37,39,400
1297,7,44,730
1298,12,18,250
1299,13,119,800
1300,43,88,900
1301,13,84,840
1302,39,51,770
1303,20,70,860
1304,47,117,880
1305,34,72,760
1306,21,24,290
1307,33,116,810
1308,45,54,760
1309,40,117,570
1310,43,46,830
1311,18,20,630
1312,16,76,890
1313,9,70,880
1314,27,29,350
1315,6,13,240
1316,63,66,730
1317,16,33,480
1318,37,104,790
1319,38,120,770
1320,34,45,540
1321,11,60,650
1322,54,69,770
1323,47,61,770
1324,50,65,820
1325,53,73,820
1326,20,28,680
1327,18,82,820
1328,8,17,360
1329,2,114,690
1330,31,108,850
1331,16,59,750
1332,15,21,340
1333,4,16,510
1334,36,76,760
1335,40,78,690
1336,9,45,800
1337,8,43,370
1338,55,71,840
1339,48,75,750
1340,17,21,370
1341,43,101,880
1342,3,94,610
1343,46,46,710
1344,33,105,570
1345,40,78,800
1346,16,25,330
1347,36,38,870
1348,39,68,600
1349,39,45,450
1350,42,65,850
1351,8,13,780
1352,41,50,380
1353,5,82,620
1354,57,64,860
1355,76,76,870
1356,46,108,750
1357,55,116,750
1358,20,34,560
1359,51,120,600
1360,34,68,700
1361,22,23,320
1362,29,95,670
1363,17,70,410
1364,34,86,880
1365,51,118,730
1366,7,41,460
1367,43,62,830
1368,25,31,650
1369,33,98,390
1370,39,76,810
1371,17,69,860
1372,14,16,370
1373,9,89,710
1374,4,74,890
1375,32,38,900
1376,31,99,570
1377,46,47,350
1378,47,74,780
1379,29,51,790
1380,55,82,880
1381,57,69,830
1382,53,80,860
1383,52,115,680
1384,5,22,710
1385,3,16,340
1386,31,105,780
1387,34,109,490
1388,9,110,620
1389,37,115,740
1390,40,63,790
1391,42,120,670
1392,7,112,630
1393,33,80,850
1394,14,75,780
1395,26,38,350
1396,37,120,870
1397,18,44,310
1398,14,91,620
1399,14,68,900
1400,20,30,850
1401,41,101,480
1402,48,62,760
1403,8,77,600
1404,15,81,840
1405,50,114,540
1406,9,8,190
1407,44,63,880
1408,52,73,750
1409,55,63,800
1410,50,116,730
1411,46,64,870
1412,46,109,700
1413,33,109,870
1414,41,63,900
1415,44,49,580
1416,17,34,410
1417,13,67,680
1418,31,56,470
1419,54,116,780
1420,36,55,510
1421,35,107,750
1422,18,44,830
1423,27,30,300
1424,16,66,740
1425,71,72,750
1426,56,68,750
1427,2,14,350
1428,15,26,370
1429,41,69,720
1430,10,59,870
1431,54,104,810
1432,5,14,320
1433,11,26,820
1434,31,67,850
1435,41,61,840
1436,27,42,550
1437,50,69,730
1438,56,71,870
1439,14,65,830
1440,3,60,670
1441,41,118,580
1442,6,12,540
1443,48,82,840
1444,14,63,810
1445,33,61,640
1446,47,60,510
1447,18,19,230
1448,13,51,390
1449,46,52,690
1450,2,5,260
1451,43,69,770
1452,44,106,680
1453,34,65,720
1454,36,74,790
1455,33,114,840
1456,60,82,880
1457,46,75,800
1458,51,120,890
1459,47,83,860
1460,40,61,820
1461,42,71,650
1462,33,97,540
1463,37,65,810
1464,16,51,600
1465,44,106,710
1466,44,63,770
1467,11,84,820
1468,47,84,630
1469,11,78,840
1470,47,104,770
1471,53,95,540
1472,24,107,810
1473,46,115,630
1474,13,113,730
1475,17,19,750
1476,17,62,630
1477,31,114,670
1478,34,49,620
1479,60,69,780
1480,14,79,830
1481,39,112,870
1482,23,97,620
1483,12,22,280
1484,46,111,790
1485,13,55,560
1486,41,112,710
1487,41,54,650
1488,42,102,470
1489,55,112,700
1490,58,63,720
1491,17,88,730
1492,17,43,390
1493,40,118,710
1494,37,78,800
1495,49,53,580
1496,5,12,700
1497,42,75,890
1498,12,82,850
1499,5,56,660
1500,37,112,880
1501,20,32,610
1502,22,40,680
1503,41,118,650
1504,49,116,570
1505,13,108,840
1506,16,73,780
1507,46,106,880
1508,17,20,380
1509,50,116,790
1510,42,70,810
1511,8,59,600
1512,8,45,400
1513,49,71,880
1514,33,63,650
1515,23,42,840
1516,8,65,570
1517,25,57,870
1518,42,105,600
1519,2,5,280
1520,60,61,780
1521,42,116,850
1522,34,112,620
1523,52,98,710
1524,64,80,870
1525,31,113,580
1526,6,6,150
1527,6,68,600
1528,25,35,680
1529,34,105,450
1530,23,37,420
1531,33,100,630
1532,11,75,750
1533,13,99,740
1534,17,26,380
1535,41,73,820
1536,41,75,900
1537,46,113,880
1538,7,14,630
1539,19,101,650
1540,19,52,630
1541,39,51,750
1542,42,105,900
1543,5,53,640
1544,45,55,760
1545,16,71,720
1546,54,66,740
1547,10,42,590
1548,32,113,710
1549,39,110,730
1550,63,68,680
1551,52,56,850
1552,19,80,500
1553,37,83,780
1554,34,80,800
1555,14,69,880
1556,36,52,880
1557,39,61,650
1558,20,62,660
1559,11,49,530
1560,41,42,580
1561,33,39,790
1562,17,98,680
1563,55,71,850
1564,34,85,630
1565,30,102,790
1566,33,93,710
1567,63,66,710
1568,41,54,660
1569,10,24,630
1570,43,114,860
1571,58,63,890
1572,27,35,500
1573,36,105,580
1574,50,87,720
1575,15,94,860
1576,49,110,690
1577,36,40,890
1578,55,61,720
1579,64,64,650
1580,43,62,720
1581,44,84,900
1582,58,84,890
1583,33,95,720
1584,38,43,360
1585,56,96,690
1586,11,11,110
1587,26,65,580
1588,63,69,890
1589,45,88,890
1590,25,50,660
1591,48,49,550
1592,57,61,790
1593,9,12,220
1594,20,78,730
1595,14,56,360
1596,46,113,810
1597,45,93,870
1598,18,21,290
1599,37,117,830
1600,33,73,850
1601,45,45,620
1602,24,79,840
1603,32,70,890
1604,39,54,620
1605,48,69,720
1606,2,109,690
1607,65,69,760
1608,41,76,870
1609,60,66,680
1610,14,30,450
1611,6,10,260
1612,13,62,890
1613,44,72,840
1614,40,108,740
1615,41,110,900
1616,1,62,580
1617,3,18,520
1618,21,51,680
1619,3,94,530
1620,54,110,840
1621,42,107,780
1622,5,30,410
1623,11,79,870
1624,50,64,740
1625,62,85,880
1626,31,71,850
1627,25,75,850
1628,34,42,420
1629,24,43,380
1630,37,101,620
1631,34,100,640
1632,20,42,380
1633,31,37,550
1634,10,87,660
1635,27,75,620
1636,54,72,790
1637,32,113,600
1638,41,108,740
1639,66,66,830
1640,20,64,780
1641,29,60,780
1642,2,85,890
1643,1,56,520
1644,36,114,560
1645,70,81,840
1646,23,65,510
1647,17,74,850
1648,53,54,580
1649,38,62,670
1650,42,103,750
1651,9,60,450
1652,12,61,890
1653,2,6,260
1654,38,117,720
1655,52,94,710
1656,25,50,770
1657,27,49,710
1658,8,8,900
1659,38,106,780
1660,22,49,710
1661,41,104,660
